key,sample,location,location_code,state,state_code,location_macro,location_macro_code,beach_or_area,area_type,coord_lat,coord_lon,status,age_class,sex,previous_assignment,carapace_length_metres,carapace_width_metres,weight_kg,collection_date,library,extracted_from,source,obs,method,rg_id,rg_pl,rg_pm
0,8,Fernando de Noronha,FDN,Pernambuco,PE,Brazil,BR,Leão,feeding,,,,,F,cm,1.06,1.025,,2005-09-01T00:00:00-02:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
1,15,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-02-12T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
2,49,Fernando de Noronha,FDN,Pernambuco,PE,Brazil,BR,Leão,feeding,,,,,F,cm,1.15,1.04,,2006-03-03T00:00:00-02:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
3,66,Fernando de Noronha,FDN,Pernambuco,PE,Brazil,BR,Leão,feeding,,,,,F,cm,1.2,1.12,,2006-03-11T00:00:00-02:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
4,96,Fernando de Noronha,FDN,Pernambuco,PE,Brazil,BR,Bode,feeding,,,,,F,cm,1.02,0.94,,2006-03-30T00:00:00-02:00,default,tissue,vilaca_2022,,ddRAD,M01271.64.000000000-AHV8V.1,ILLUMINA,NextSeq 500
5,112,Guriri,GUR,Espírito Santo,ES,Brazil,BR,Barra Nova,nesting,,,,,,cc,1.03,0.93,,2004-11-26T01:41:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
6,122,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,,,F,lo,0.71,0.705,42.2,2005-05-10T00:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
7,135,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-01-10T22:05:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
8,137,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-01-14T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
9,166,Praia de Guanabara,PGA,Espírito Santo,ES,Brazil,BR,Praia de Guanabara,nesting,,,,,,cc,0.99,0.93,,2004-12-22T20:27:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
10,183,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-11-02T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
11,198,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Sibaúma,nesting,,,,,F,ei,,,,2013-01-20T21:35:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
12,208,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-11-04T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
13,218,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,0.965,0.855,,2008-11-07T20:13:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
14,221,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,cc,0.951,0.877,,2007-11-19T22:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
15,229,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,,,,2012-11-06T00:29:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
16,237,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-01-29T21:05:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
17,239,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-01-30T19:05:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
18,244,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-11-06T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
19,250,Pirambu,PIR,Sergipe,SE,Brazil,BR,Lagoa,nesting,,,,,F,lo,0.7,0.71,40,2005-10-26T00:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
20,275,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,ei,0.965,0.887,91.2,2005-11-01T20:30:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
21,278,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,0.935,0.845,,2012-12-11T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
22,298,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,1.05,0.935,,2013-11-14T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
23,323,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-11-11T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
24,333,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Chapadão,nesting,,,,,F,ei,,,,2013-02-06T00:55:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
25,335,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,0.935,0.85,,2012-11-18T00:20:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
26,363,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-11-17T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
27,397,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-02-12T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
28,401,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Sibaúma,nesting,,,,,F,ei,,,,2013-02-13T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
29,417,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,0.99,0.89,,2009-11-29T21:51:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
30,433,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2009-11-29T04:58:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
31,443,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,,-37.93191,,,F,cc,1.06,0.894,,2012-11-19T21:36:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
32,445,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,-12.44408,-37.92279,,,F,cc,1.02,0.91,,2012-11-19T01:05:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
33,469,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-12T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
34,472,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-13T19:15:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
35,473,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-13T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
36,474,Pirambu,PIR,Sergipe,SE,Brazil,BR,Lagoa,nesting,,,,,F,lo,0.795,0.795,59.8,2005-11-15T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
37,475,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-13T06:30:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
38,476,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-14T19:20:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
39,478,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,cc,0.975,0.88,,2007-11-24T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
40,479,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-14T03:30:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
41,481,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-15T22:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
42,482,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Olho D'água,nesting,,,,,F,ei,,,,2013-02-15T23:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
43,488,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Malemba,nesting,,,,,F,ei,,,,2013-02-10T00:55:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
44,497,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Malemba,nesting,,,,,F,ei,,,,2013-02-14T02:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
45,505,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Baia Formosa,nesting,,,,,F,ei,,,,2013-02-11T22:35:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
46,513,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Baia Formosa,nesting,,,,,F,ei,,,,2013-02-15T01:30:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
47,520,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,cc,0.95,0.88,,2007-11-28T22:57:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
48,526,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Baia Formosa,nesting,,,,,F,ei,,,,2013-02-11T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
49,539,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,,,,,F,cc,0.947,0.837,,2012-11-27T23:15:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
50,553,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,,,,,F,cc,1.049,0.943,,2012-11-28T00:40:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
51,561,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-12-03T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
52,562,Comboios,CMB,Espírito Santo,ES,Brazil,BR,Comboios,nesting,,,,,,cc,,,,2012-12-03T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
53,620,Povoação,POV,Espírito Santo,ES,Brazil,BR,Povoação,nesting,,,,,,cc,0.865,0.82,,2009-01-01T23:20:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
54,631,Arembepe,ABP,Bahia,BA,Brazil,BR,Busca Vida,nesting,,,,,F,ei,1,0.885,,2005-11-17T23:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
55,654,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Pipa,nesting,,,,,F,ei,,,,2013-03-06T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
56,674,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,,,F,lo,0.71,0.69,,2005-11-25T00:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
57,736,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,cc,0.94,0.845,,2007-02-19T01:40:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
58,738,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,cc,1.06,1.01,,2007-02-19T22:56:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
59,820,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.55099,-37.9865,,,F,ei,0.985,0.93,,2012-12-18T04:57:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
60,826,Pipa,PIP,Rio Grande do Norte,RN,Brazil,BR,Praia das Minas,nesting,,,,,F,ei,,,,2013-03-19T19:15:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
61,839,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,-12.44754,-27.92475,,,F,cc,0.923,0.861,,2012-12-19T02:06:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
62,840,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,-12.48869,-37.95352,,,F,ei,0.915,0.882,,2011-12-09T23:20:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
63,846,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Porto do Sauipe,nesting,,,,,F,cc,0.966,0.854,,2011-12-09T21:07:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
64,881,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,-12.4905,-37.95461,,,F,ei,1.055,0.902,,2011-12-12T21:14:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
65,889,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,,,,,F,cc,0.93,0.872,,2011-12-13T21:24:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
66,919,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,,,,,F,ei,0.98,0.855,,2006-01-22T23:50:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
67,985,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,,,,,F,cc,0.96,0.88,,2011-12-19T22:45:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
68,1026,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,-12.45879,-37.93219,,,F,ei,0.964,0.885,,2011-12-21T23:33:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
69,1052,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,,,,,F,cc,1,0.864,,2011-12-23T23:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
70,1076,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Barra de Jacuípe,nesting,,,,,F,ei,0.997,0.897,,2006-01-16T20:40:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
71,1087,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,,,,,F,cc,0.988,0.862,,2011-12-26T21:17:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
72,1141,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.54411,-37.98294,,,F,cc,,,,2013-01-07T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
73,1167,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,F,cc,0.951,0.879,,2007-02-03T22:34:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
74,1174,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Itacimirim,nesting,,,,,F,ei,0.96,0.82,,2006-01-27T20:40:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
75,1212,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.55773,-37.99113,,,F,cc,0.997,0.925,,2013-01-14T01:40:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
76,1274,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,,,F,lo,0.66,0.68,35.8,2006-01-11T00:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
77,1451,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Santo Antonio,nesting,-12.45171,-37.92779,,,F,ei,0.915,0.817,,2012-01-30T20:50:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
78,1482,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.55575,-37.98935,,,F,cc,0.912,0.827,,2013-02-02T23:29:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
79,1483,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,,,F,lo,0.71,0.71,,2013-12-12T00:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
80,1491,Santo Antonio,SAN,Bahia,BA,Brazil,BR,Imbassaí,nesting,-12.47826,-37.94609,,,F,cc,1.023,0.96,,2013-02-18T01:15:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
81,1524,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,,,F,lo,0.695,0.67,,2006-01-29T00:00:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
82,1564,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.55831,-37.99162,,,F,cc,1.103,0.924,,2013-02-07T02:30:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
83,1591,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.51359,-37.968559,,,F,cc,0.965,0.934,,2013-02-11T00:40:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
84,1592,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.55847,-37.99174,,,F,cc,1.052,0.912,,2013-02-11T01:35:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
85,1609,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,,,F,lo,0.72,0.735,,2013-12-22T00:00:00-03:00,default,tissue,arantes_unpublished,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
86,1612,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,-12.52638,-37.97611,,,F,cc,1.02,0.92,,2013-02-12T22:41:00-03:00,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
